Temperature,Pressure,Humidity,Sunshine,Wind Speed,Wind Direction,VOC,Noise,CO2,CH2O,O3,PM1 ,PM2.5,PM10,SO2,CO,NO2
-8.970775285,97212.09442,13.02522402,6.586303981,0.693454085,59.57991888,813.5087793,45.0289768,887.5856263,57.33211626,266.9614505,53.70536687,144.3768134,121.7970046,125.5072391,0.76879295,18.48540549
38.49549261,104876.6801,15.63878831,3.451592749,7.838211259,254.3774864,826.9309699,78.35435055,613.7195929,73.39156636,221.4197854,69.19594223,56.07913878,134.7148688,137.2019677,1.797178824,73.67361067
31.62213204,104440.5934,91.5793708,3.681319194,13.94327384,192.7251965,979.9999881,46.78043139,745.6850401,16.77959213,279.0649179,96.22397089,134.0293139,153.0952245,41.8793127,9.845374995,84.37284384
0.616955534,95394.26811,22.5320834,4.235502041,3.868706859,228.7164048,526.7760545,41.49127932,454.8664739,10.45527445,106.4704139,29.09859862,128.6655924,52.58906488,117.0163314,4.738614803,198.0850833
-0.90875164,102055.7517,57.9178614,7.455509389,12.83008963,70.7353081,482.2090357,60.25580765,773.9515989,50.69142593,155.9307309,88.12282057,39.49525563,192.6212756,43.49361762,8.686720497,49.49831566
-0.829774507,104252.4832,46.99860423,4.008599588,5.196562759,76.22851034,765.8018252,81.93870218,840.5681931,14.84937187,14.08310235,92.7873915,97.40065611,134.9730661,35.26766735,8.50264942,113.5081269
5.212112148,96805.75345,41.26089936,8.792388607,17.72172218,14.93903718,175.8471235,44.48098223,631.2492308,20.75494173,12.01770032,68.68947389,20.17552418,172.4684454,141.9185932,5.164043619,197.5899543
16.23782158,100679.4523,90.98500111,4.854328627,17.91379889,115.9443127,569.5697381,34.71217457,732.4088468,162.5856811,79.63671993,93.4703296,127.1395009,117.2118288,7.799140424,7.096208314,160.4836495
11.59725093,104154.883,11.96410571,0.820238404,5.945744086,201.5080781,568.9352201,51.38428415,619.4281467,7.774739403,39.23408717,42.79846581,34.43642369,94.56983257,144.981362,2.008244903,198.7398252
4.56145701,95339.45979,69.74107176,9.40511811,4.599875079,308.856569,134.9994667,74.85910947,925.8639585,131.7885588,85.4612967,95.53653672,19.91405819,195.8929232,26.64297506,6.915127379,193.9766798
20.59264474,101974.2027,96.70549908,3.429099895,8.226079441,240.0938811,447.0848812,63.04143268,648.5084264,54.51154976,61.34255541,71.76437333,66.03067338,124.7818467,123.8185219,2.796607335,103.012513
-3.025306967,97973.49007,60.41513651,5.193202555,4.810631704,156.7426764,860.6205586,79.00760217,889.2660963,174.3091361,18.2708072,8.990547905,90.7690994,176.0372449,45.00877019,8.337414758,142.3114115
4.607232427,104243.962,94.31402158,8.225326599,13.44767687,343.1232412,863.3459409,87.57552886,860.9464408,96.99845692,273.6982025,91.15291902,129.6883742,191.5926313,55.85183748,0.928868918,30.98419412
8.318092165,104710.5825,14.70320914,3.989473886,16.52129369,258.9282722,144.2757817,77.55974861,587.3533749,61.11529187,12.3847081,51.02491686,146.3939536,141.5638329,36.42986814,7.754072862,93.81827676
12.80349921,104442.6649,47.69139872,0.679027874,13.46184262,334.859473,136.1848386,66.22818473,461.0591443,103.5277871,223.4638219,48.73106355,71.52895176,118.8089621,89.89953616,1.089375375,163.713523
29.25879807,99742.14217,33.41420119,4.487052564,16.48700894,189.9316704,299.5607032,59.60049528,584.2574928,76.39160381,54.12288721,58.81432757,18.46256922,20.63195316,55.47385439,8.823773445,106.013711
-0.016310892,103620.4265,75.77388685,11.33338299,7.939843244,93.20553893,881.0277594,32.40414518,878.352163,112.8602129,274.5465904,19.19153194,114.8761811,27.20353533,100.3219907,3.11162473,143.5128162
15.71172192,103445.494,98.31673814,7.700812768,3.126339414,19.01760709,172.4574558,89.05931873,459.3427751,22.90657367,268.9108225,49.57077461,89.12425587,56.15321889,7.268861102,6.578494312,151.6927527
19.62072844,98191.00473,33.08770562,8.057749784,14.75901895,261.3905465,733.9969625,53.00886735,667.1054421,199.3981006,199.6313324,83.95708559,72.70478828,53.48151773,14.33435811,4.926272558,58.15913684
-7.677479364,103289.1547,68.87571413,7.587385844,7.209490103,43.66907928,146.1073386,39.13369284,864.2677236,85.11117554,204.9479034,6.470833618,53.29764303,65.85658314,19.45086715,3.726401138,176.3828809
20.3772426,95370.07635,27.82878695,2.387905668,13.4254165,108.9990462,641.9809611,70.00253132,547.4342326,69.64612794,11.54835117,30.92713023,80.3357939,74.88823479,65.75408437,6.489874149,97.36626187
-1.473793816,100962.6988,60.87972291,5.020006369,5.41287884,191.6895268,388.2639342,47.05729735,749.5467459,142.0419697,295.6127542,5.233185712,57.41514462,84.81178884,123.145445,9.480477507,49.93516969
-6.747420351,97300.08837,51.7539238,9.01127758,1.624592696,203.1899716,799.4682648,65.14669626,471.9421018,72.7798813,264.571455,44.49257437,115.9816615,95.69678421,133.785797,0.508570499,174.4290175
37.44427686,96205.66886,97.48047967,1.216474771,19.85163591,216.2099509,272.0059264,65.20607447,376.4956118,166.654861,269.5808055,74.1899735,86.14511751,37.79594092,40.49755731,9.196643273,89.38557316
38.28160165,95769.53202,64.76745454,3.334233313,3.124030159,59.85191893,657.2417379,56.74378925,856.0689576,90.85414487,201.1809157,80.88332377,132.7586884,27.62514775,88.28361001,6.129908385,152.5593633
30.41986741,101962.8878,41.45557349,3.315829302,19.76841988,136.7054657,273.8984078,80.16711693,369.2780364,143.9116827,109.9882093,94.79302731,86.09614805,141.3100008,116.4129239,8.092411578,114.1262837
5.230688459,98398.74964,20.26862064,5.184227131,19.54559865,222.1899218,727.977269,45.89802369,489.9669766,21.49064329,269.1581082,62.80793823,43.35673787,116.7202685,46.88026734,3.900362039,82.55563292
-5.1163943,102247.6677,23.61221459,11.76442489,15.87636208,349.1347913,879.9941328,56.9179555,898.5765954,169.2238371,94.53990916,29.18955233,129.1528635,99.9459564,64.30612183,4.771245451,163.8765189
24.21165133,95653.56341,30.2785237,0.81003056,13.18845924,261.9472096,170.4617092,62.26152772,542.528501,147.1435974,173.1863476,92.79405517,88.01066629,134.1991894,80.97625939,8.701622443,121.049287
12.00762469,98152.90338,32.58699952,6.224411933,11.55614101,332.1373526,873.2659042,69.81748325,981.1317447,42.34335569,38.92198198,78.65499662,38.95774534,168.9822933,24.55685273,4.206994901,84.20679946
-3.898088258,100394.9129,86.55544521,2.152376184,17.32203091,274.396341,613.8964917,77.03831103,985.8140343,29.05720195,277.3671327,59.57070589,97.29109339,96.98472364,8.76743259,5.393129711,30.82359536
14.75884551,102907.2316,60.51005095,11.64811854,5.788790432,213.0181088,170.7549663,53.68843697,487.7932143,63.25846975,50.82343275,71.08582049,60.08034709,135.4015037,27.15684235,0.299929739,180.1346096
-8.280573944,98187.52503,57.10518202,1.359642057,9.35362425,69.12841289,456.1647626,68.76281665,328.6847556,195.2141172,75.22007366,92.81005373,128.2167857,191.6430003,95.89377508,1.670120258,16.73922121
35.4660201,101258.9138,20.32919847,4.843212028,12.38779939,240.0068347,202.8172788,39.03665718,793.5442989,51.36631491,171.8589059,72.6774327,73.46196341,171.1324093,15.67464792,6.452696429,174.0055962
2.93899908,103859.7775,87.4125724,8.854619818,8.223809517,224.4166437,715.3304944,85.95888603,615.6905519,91.22544179,231.5869701,39.99557822,111.7017901,96.68014589,32.5059729,7.198071321,78.39268973
23.12611422,101158.6319,75.05328729,8.454653136,8.549729082,216.8889014,770.9247277,52.98352839,370.5269908,6.004045143,189.6118787,72.73767922,23.37506907,136.0490308,53.98881343,5.867749274,131.4743651
5.585553804,97329.59475,16.09015257,5.072743643,6.60569335,176.3229125,150.5066943,73.77128532,795.2659733,79.44550591,77.31883471,8.82642546,65.44340848,51.87276594,16.29115932,1.518769359,185.2179475
16.00340106,95244.00782,73.70515875,4.158290015,11.28463633,190.3163774,530.8328601,31.22046491,321.8224364,114.2640031,10.27348233,41.70947837,147.6538011,120.8939933,32.79639432,4.509513743,38.82425695
17.33551397,103700.9887,58.91843956,4.771348543,17.01149056,120.3993098,823.8938032,42.31122857,909.1376833,190.6249225,229.5736683,43.60068803,123.1844405,196.6390924,137.1341194,3.615438187,117.7205904
-0.757277224,95212.69411,17.35528112,3.171315158,4.03056756,186.9525694,939.3548895,59.22495266,397.0567704,103.347209,295.7101245,20.84963227,32.39171233,113.2967207,7.798374173,5.007047306,155.2422439
38.47923139,103747.0167,51.24705774,2.463995264,18.68866078,71.12012604,537.8419734,82.69514806,389.1183151,163.8214652,244.8748049,7.193120652,48.88696693,186.9748939,99.74762901,8.716257442,153.9409282
28.75664117,100289.3713,53.62266584,5.796476371,13.78175307,289.862783,952.7652624,61.635309,422.9706086,109.4255285,143.4599193,17.67121748,56.17421324,93.32028569,60.73929498,7.781028243,109.8700638
36.97494708,104390.677,24.91970861,3.222405073,16.46546425,66.87970369,558.9045219,85.79222894,972.1864509,8.157002687,272.0925058,67.1890421,101.0511785,199.7920689,102.5340672,0.931496064,128.7004974
34.74136752,102987.8324,95.11283323,3.449539979,11.12381385,30.58786436,424.4809699,59.02781379,785.2185522,63.00165504,128.8558252,81.21743755,115.9792663,124.2596063,90.36029945,8.914061058,153.9301289
19.89499894,104979.3411,86.49778343,7.881072762,15.59033403,157.0485695,855.7929721,59.4269458,860.9600748,115.1099016,162.2308844,98.87933181,114.9337252,27.60841896,37.40731938,4.770494796,169.7952512
36.09371175,98507.11815,70.21201036,11.62244798,0.324007947,236.9906782,518.3335749,37.18480731,578.34449,190.1187932,148.3676325,37.9045328,81.38236788,125.6158634,127.8453757,7.464235234,154.7444884
-5.575374897,102671.8829,51.60660049,7.243646407,16.3676085,157.578057,498.307385,78.15937465,535.4189093,171.826072,139.8109231,61.94102611,123.5148753,69.42308522,76.33135548,1.48638839,77.2609392
-0.200856879,99019.30914,47.05889874,0.923753605,0.802777182,99.6314875,515.7968649,44.81792475,464.1388047,45.67112284,234.8053231,94.02877185,71.19093159,25.84663797,124.2677227,6.740123304,199.3780162
-7.738635554,99798.7562,68.58761204,0.907003366,17.79826753,200.9416262,854.4457518,83.97674936,636.4536198,44.021966,162.7629831,20.86896923,27.34327914,167.7535948,63.87181775,2.439627574,92.55551181
6.266516538,101275.0546,59.08886825,11.41707865,19.83925494,124.9208407,840.3444646,84.64945322,686.2801135,40.23459342,101.8479654,73.1763307,89.02185783,69.63133466,147.7794053,4.439970882,14.64829352
9.433864484,103736.7711,15.60457953,3.567489484,5.881349244,335.8323684,433.3439928,86.59860671,742.2423906,184.4997793,84.86586862,76.72297965,143.3221938,163.3787397,116.720957,0.266942414,78.8972208
3.567451589,104840.8347,56.12523839,1.104803833,4.206371126,332.1522503,366.6348669,61.21382935,479.9829528,170.5332306,20.94672192,13.45267591,121.0191112,71.87916493,145.0627797,1.600945316,34.27876137
31.43687546,102682.7341,82.57632555,7.188535046,15.30726728,180.8538552,517.3316228,70.62562709,964.0578566,154.9766865,179.1265969,86.81869159,91.01809068,54.9787437,79.57733944,1.011596882,33.07409699
7.837666335,99177.66782,51.33158898,7.483785339,5.060526818,118.0382378,594.1338843,76.7109528,418.8309487,78.54702284,76.68881047,82.24497948,100.5527924,195.3084033,73.68521418,2.473467312,63.49165762
4.046725484,99213.57002,14.67609198,7.782057841,17.31124766,265.367669,276.4203501,37.86087712,975.9572223,100.8761409,52.95883738,8.173285625,140.2786838,85.096159,114.5408024,1.090179091,20.14134389
17.13480416,102375.823,80.76503794,3.208824334,2.056851843,13.21665965,804.2573305,66.0574317,310.3992858,92.86634896,199.6106895,13.65301941,69.96799122,128.2477181,132.6422331,6.949909264,140.8173158
-2.953788751,97387.77146,28.12274039,0.181328211,2.519103928,170.9168422,512.1586274,32.05787408,636.7879843,50.67962151,207.5506848,9.66705492,56.39517945,129.7966687,144.8011404,0.387495032,24.057888
30.10984904,96104.74113,33.27587514,11.58018443,19.5830311,121.0764219,367.343271,59.853965,533.3574867,101.0056092,228.1249188,36.80063552,146.8138191,120.8852268,52.06002637,6.215630956,48.62501553
-6.272467816,98546.22158,24.82357181,3.010716548,13.47677797,331.3929186,151.4799433,39.2905609,614.3863898,6.099309571,156.0372999,53.38245411,130.8820387,184.6452338,120.8121632,1.493007525,27.65094575
39.34434683,97872.38992,39.71935584,8.112315457,16.93774449,4.321089818,276.9029024,40.97537556,699.4652053,26.3620747,269.2758355,55.57303416,55.22610185,141.3993928,35.54361166,9.457098426,22.00186887
28.61223846,97963.0812,78.10763551,8.479558439,6.486587547,199.0133553,951.8171132,51.902854,604.9124106,177.3179192,281.5393985,30.42834218,74.92928363,92.67194074,84.10828028,9.337631324,60.87281645
-0.064215923,97336.07751,56.74472736,7.320089005,13.52967499,266.6388892,339.8447025,55.94623,590.3927952,150.3359534,244.1375725,91.60170422,68.11093806,175.2284692,31.07798152,2.332480715,118.6608039
-9.723894144,95420.9319,28.43931467,3.754888731,11.88483655,174.6064755,210.4163249,67.39034547,812.9063908,84.57368181,194.3221098,39.98496504,30.87339501,52.59132184,55.37261745,6.182770852,193.2902557
30.77307142,95178.73935,89.00470703,3.253155045,12.0630024,30.74509086,487.6391521,34.46570511,780.1133926,103.4300725,98.07907654,9.327264817,144.0947053,117.9626164,140.0469632,0.377252663,176.3557643
25.34286719,104877.2239,89.16236695,7.172019392,13.65064919,350.0861004,341.7333562,60.22150567,883.2898974,73.99977719,295.0540273,33.5215756,66.60374037,191.0990669,26.18315147,9.324706576,176.4274458
26.4503584,99277.73134,88.35205825,10.3931476,11.50718346,186.4837553,83.40128776,40.95750782,474.9712869,148.1559734,89.49948849,55.45539514,132.5460716,132.5715734,96.69812979,5.277574351,43.45273685
28.56351733,98843.26647,31.49165902,11.36080475,8.581247386,221.107048,356.9879564,64.4385105,726.6699568,156.8374358,68.77050738,43.78107315,36.50987188,167.0543211,90.97836957,0.527909199,60.33236676
-6.297767413,101796.4728,50.61154098,1.270869653,5.518453888,85.17952177,566.9031927,68.24427674,709.6363498,152.657038,138.224693,31.01503931,86.70191349,137.6409306,22.50706114,3.490749931,24.51473019
7.923286427,97182.53888,98.64906905,1.857943351,15.37162662,174.0593106,574.1267534,63.40255539,558.8164676,144.522345,26.48376551,17.47570873,13.35459392,171.0867554,52.26696135,0.860809672,157.9089846
-4.206547024,104499.6118,79.48112287,11.33683511,4.5254486,154.4938171,388.7309751,74.29773063,640.2402793,40.90086774,293.7633948,82.82062751,116.9908677,190.0078184,86.63231815,3.99014995,23.26509728
33.15517129,102863.4501,12.44506791,8.83842274,13.84708612,26.96250312,474.9376184,50.13655465,519.6475003,67.59399585,180.6457314,99.633798,91.32794575,69.12591096,32.1408983,6.732270787,115.7721775
21.16490634,95894.11002,15.86841321,10.5959259,4.666656453,38.21772728,967.2420223,75.9063955,399.2910783,93.969087,171.5161066,36.30650268,97.58254169,50.53899463,121.0904302,4.75191009,57.09635874
6.544901243,99175.80776,51.75382391,2.43159161,12.5066034,301.4901071,408.4810534,55.9660249,449.6608475,66.15859829,200.1809212,41.2539992,17.24092356,107.1183351,145.9626939,3.89884953,56.25467047
-6.822082486,103791.1831,91.82981853,7.051030453,14.94156534,86.33518279,295.3154726,59.0510699,373.8595525,150.98804,154.1368579,63.71356484,39.54536623,146.3352368,36.14011299,1.279654751,198.2377605
5.549116086,104447.3202,58.48316182,8.413675133,4.374277778,70.18497774,281.2936919,68.88612764,778.1487026,65.87070485,19.29841996,73.2519401,20.40632213,60.89442557,32.10223489,2.524896552,153.7881633
6.259166101,99674.01511,54.80312572,8.161342625,1.198866017,181.7681225,484.8763821,31.10150304,762.5091752,27.64641736,187.5702738,42.24280581,50.44800421,20.73826108,70.96558541,1.091418549,169.0184781
26.48030892,101134.1139,19.492633,4.89782029,2.61947486,276.7489673,771.5441413,69.23965329,965.4244601,79.80809041,217.6904243,90.96830411,97.84146108,81.72832085,113.4259652,8.094237443,118.6767102
21.87787357,96670.33946,69.11020943,0.1847387,12.11993935,22.30074669,245.688775,67.11510894,810.7748896,195.9828866,130.8572276,58.20037898,89.2660378,194.3946804,45.83208848,1.438874297,175.4927146
34.36063713,104911.6863,83.98928445,6.995112682,16.98892812,207.6508511,723.8313208,48.59082701,336.4320871,45.17628259,229.6157159,47.78705726,95.70097503,145.0941429,7.882586761,5.994196329,132.6432024
13.61074626,97316.71701,44.23780068,3.03721847,0.899936425,42.91575942,70.09233218,35.14765709,918.9716218,122.4317318,75.83037681,66.43391155,86.89517799,92.23857991,83.47699106,3.493130095,189.7730039
-4.020287703,104427.3177,79.80506658,5.403050954,14.68302518,13.1259783,447.9863291,35.45612699,903.8726141,86.59460997,74.17021141,95.51636558,48.22403139,54.66369752,143.7070823,2.337186008,63.45433135
25.66223936,101496.4665,96.80289885,11.49097218,6.826372919,18.98782278,787.0718119,85.39342482,610.3242245,14.20491353,56.81092643,80.48246797,44.23104963,84.09614128,61.73514403,6.430737551,123.1107137
28.03925243,101077.3679,28.33898132,4.788423812,9.570567398,300.299079,371.796308,71.35675927,710.1041354,97.5753212,117.8784803,8.801247401,29.1883557,50.57109799,65.91951036,4.624322863,141.1249561
18.06385988,100126.8851,57.09966681,10.07761928,18.577191,42.47009411,585.5502464,37.62615683,983.2548327,140.4328657,255.6334903,36.56944152,128.8699225,39.13504784,145.490749,4.061440126,84.65808796
28.548359,97306.69812,35.84241623,2.262487269,6.639430095,16.25449119,244.7302712,51.40339016,672.6130547,102.6439952,250.094498,49.70174507,96.3071102,183.2136271,105.7181037,5.969234848,177.1445167
14.68977982,96765.28032,81.35689771,8.069525976,9.306738679,157.6439594,754.8956216,65.54897963,933.7252799,174.4212127,121.0190203,34.87916936,36.11154175,199.5770609,109.2799288,4.963549522,196.162601
16.13664147,97204.86209,61.98340293,11.72408345,0.273648295,303.8376499,99.66514811,80.13430231,358.1271305,57.78740333,180.8444334,71.51781828,34.80931317,49.54059913,86.59179078,3.104493665,103.8162034
11.37705092,96864.38262,67.11241758,1.22271721,1.6319744,94.46701554,859.9155126,32.61965572,433.7363081,17.24983426,219.0367318,83.49556924,132.2249842,29.8140606,146.3183356,5.634706749,84.22172441
-8.729043663,102795.8447,81.81227437,0.099839307,5.171831823,151.8165423,238.2865671,44.19798789,608.5284604,187.3131223,79.94996464,74.47778404,113.9823209,79.35159929,104.8856402,6.728035908,99.66820643
-4.60542865,98501.25259,45.63734254,5.202993512,0.557044816,14.37211172,880.6781301,83.38493942,709.3297658,75.63926991,58.76091491,98.98666225,102.3158712,103.0986525,134.779749,0.36426227,172.0199817
-8.428540716,95578.42677,92.35810616,1.111505797,12.62750652,161.6682651,384.9027792,30.54993301,871.3594963,115.2811103,291.907838,30.89202655,66.96097506,56.86782447,106.4099355,4.712130116,132.6390008
21.82052056,104691.0263,57.97259805,8.980612196,8.527967136,207.940709,736.5493958,42.08394617,991.7834806,158.4006252,189.0916208,88.12400203,46.676579,74.25648412,111.5917946,0.671064517,18.50675078
5.717799054,103837.8588,24.21593406,10.97458397,10.96290405,205.5265394,353.2640329,87.54145056,572.1960475,64.86273278,294.6105593,77.82915319,147.1231068,56.15673242,47.10958371,1.945413599,113.012283
15.42853456,104277.5228,72.63092064,5.208251673,3.492943718,119.6736092,910.6160877,66.80411079,333.1909453,143.2329076,107.9492363,39.40698197,121.6135405,159.3669023,49.00441121,5.649036467,13.28702332
35.3783237,104949.0782,81.39352154,3.104539706,5.918640589,113.591945,170.3052692,45.700282,860.8200523,27.08376996,213.879193,74.74183165,52.24909124,148.2640298,118.5327742,8.675270261,157.9217205
2.464611457,96738.95249,38.50855094,5.212839828,13.2764895,38.38450282,219.5937998,34.01946566,723.0665034,58.25874944,74.5550546,14.88721586,128.6590715,134.2912728,48.02241193,8.839776224,72.37933197
10.51914615,98962.42019,87.14613313,8.681373814,19.30605447,132.0473954,518.3786189,31.69148043,438.9800012,28.94212723,85.74804967,79.98668082,116.2504728,89.69921427,86.60166027,0.7924457,99.6814216
27.77755693,102582.3848,91.55289293,0.108649939,1.008335472,35.81808079,127.8415171,44.68470478,646.3799196,162.2461117,158.4516152,55.57140725,51.59127698,183.6273694,41.15608508,4.249140354,161.7488401
1.439908275,101960.2062,34.92140386,7.073447874,17.80768642,275.9745401,236.1811755,82.88914918,819.6171719,44.52984705,102.6892564,32.76756641,69.71739959,194.5158575,123.4625902,5.871764182,18.82527528
-6.151004509,96538.95906,98.51693254,7.359500219,11.53762403,347.8587472,946.5780631,54.95481926,839.2882509,143.4807111,58.61025351,67.29884367,36.03348235,51.25507627,21.02269593,1.555992055,40.12289176
4.487572646,103158.3312,22.66403752,7.652258963,11.27839134,349.2268044,977.6651781,73.22000215,649.7328884,188.6596794,86.23540358,65.95389988,25.54734221,60.14227545,125.2697628,7.677778946,85.61247152
-1.938935637,97244.40572,28.18141016,2.90426496,10.0055707,311.4255958,407.4463629,85.09710212,513.6501711,105.5544418,20.3670344,24.90119116,111.1866846,114.613585,92.39582107,7.467929059,53.68578107
36.48488262,97238.17615,26.58023553,8.568632681,1.387881718,216.2851738,927.12172,54.4824277,981.6198074,108.0058385,214.2828502,7.887754407,47.45166003,36.42510247,32.10188255,9.043076036,74.2012709
30.40601898,100369.7442,90.4590739,1.096697836,1.797537035,252.311651,567.5834419,41.47664226,764.3538277,92.20671362,152.7138306,46.19414576,124.8083112,98.56071179,83.5951309,0.18401152,199.6532002
21.67018783,100929.3993,68.88632971,2.391244038,12.01824011,102.674089,306.2553426,61.02707585,585.7662635,65.17802868,37.33048926,59.10362759,149.3852196,124.7224277,45.96233134,2.245174015,166.8287431
33.57302951,100800.8621,23.68938549,10.52964056,6.819171429,227.0773513,717.278785,84.48502122,496.3242569,95.13100618,59.79125801,88.27750145,20.72677395,113.9732428,51.90276354,8.289148471,177.9413448
30.18360384,95914.86837,49.62910765,8.864677809,18.34536133,164.0338378,675.9567162,78.26246485,811.7720881,120.5615065,39.73501605,93.18059559,76.22491751,79.56354495,55.97156603,6.738742503,188.0403804
-0.671497056,103774.6086,65.37682226,0.164946648,8.131810747,173.5262423,989.6690532,33.9497906,469.5284119,197.1983144,187.6519144,55.23649572,122.2887583,117.6402451,14.18129081,8.954459552,74.77781726
34.62794992,97656.00043,17.51176765,2.980515124,2.865629174,272.7995617,301.794923,71.554368,420.1969923,187.5529119,37.32100545,76.61133096,120.4531255,192.5841718,147.9644442,0.66607858,66.44462198
16.9671121,96295.14921,89.41747316,2.572877796,14.29437667,101.490608,688.4565275,64.31385135,670.8837223,172.4305917,228.7418766,46.73381087,116.3996022,57.08313277,9.572521079,6.009943261,54.47187359
30.37200776,103887.4808,82.32431819,3.249675936,5.867068429,114.4942602,99.42256728,84.44779058,502.9911749,177.8261071,15.9481666,75.87780487,58.85929094,137.8696445,101.0620466,5.733561091,167.7222131
34.804565,104556.515,55.46860962,2.970717243,10.50940615,332.8710448,157.9637368,37.34888501,740.2336014,93.56983666,82.31897852,24.45614487,73.5394558,27.81140495,58.82800892,0.453176722,139.1148538
5.900173749,103621.2762,97.04139537,0.750315549,13.95665571,20.24074615,53.7224562,62.04216679,382.5570724,131.4888654,268.293336,40.25114981,93.29557003,31.95495281,98.67149219,5.183868561,54.87267667
-4.497403774,103095.1607,47.59848813,5.507286199,18.00528222,174.8283474,999.487647,82.76776161,758.4587732,179.0133446,218.3740823,65.25165989,146.3516817,119.3290804,56.6559967,6.134251082,81.62882755
1.396758127,101552.4198,98.56992871,8.792801697,15.8438239,328.6082881,812.1600123,54.6014272,498.3075696,78.590153,31.16081655,6.725006733,55.85661793,38.88905246,102.6938437,1.993802425,106.2752351
11.35538943,100508.5737,70.11279989,7.280780697,13.52722136,219.7306828,797.386864,58.91969506,300.1700541,192.3524957,248.1265703,73.63382448,139.2401443,24.02242192,110.7391489,2.805962873,110.3466109
30.9007383,95869.8676,67.12041459,8.074460023,13.59266365,196.7065467,534.2397715,34.22764066,388.8552404,83.15721241,152.9801852,84.37587262,47.70996855,50.87233958,105.1301329,6.439438728,178.8582684
33.03652916,99084.53213,24.93594058,0.973790142,18.91849288,89.90790452,335.0637288,46.68861843,953.5307645,120.2165331,255.5670779,42.9184578,148.4704252,121.6728508,21.5244873,4.736179381,82.30756526
-9.652393473,98726.88517,89.37349825,11.41788852,5.91648195,123.5791761,193.7010702,49.47039895,907.1482474,141.9609427,184.2145346,47.55452963,103.8369162,146.6013718,100.249519,8.59433521,182.6195658
15.53736513,97597.53784,48.47407191,10.06190201,0.022241884,306.7374297,320.4410019,86.70734692,463.5263224,190.1184026,207.7315793,85.87181016,74.89160725,56.44614155,45.59819467,3.489579483,93.85983646
10.87055016,102234.2011,24.60100652,9.661083822,5.439091188,201.3185274,407.1726608,46.96004163,844.8603332,48.92325481,298.1154525,78.68719036,95.87465993,140.2866987,9.176198733,2.739930618,151.8108082
1.105390524,99958.75735,11.1346768,9.875805661,4.357827593,185.3071898,768.4945921,57.65212412,726.0001152,149.2261956,77.37730832,32.37420146,48.15436367,52.8457396,65.15044742,9.850172809,186.7483208
-4.006731633,95810.46216,60.37801153,11.1925261,13.2366917,35.84869687,562.6786995,70.27826541,979.633298,104.1631172,190.9442167,35.77773012,48.38434005,130.4223368,67.86374991,9.120244124,182.4393838
6.88075857,97201.83202,57.46596599,6.531047593,12.674232,5.770136324,123.6094452,39.73100234,561.5239617,53.71142812,143.4932031,69.49343208,25.89763614,94.15274238,72.74024934,0.387028175,20.82104479
37.1454852,101832.5876,74.74182601,2.403384214,11.86922765,346.9266679,67.12755851,59.18654323,777.0224288,155.321368,21.44106635,58.50381878,25.96704168,137.6839117,107.199504,7.730213292,49.08381605
6.160146601,95761.30859,90.12322477,7.401403294,0.324868864,135.7150202,147.2155706,74.31234237,344.4750057,110.444456,14.19648604,20.41180925,58.67404381,199.1094954,49.78235233,1.192314261,100.6120309
